Price,Open,High,Low,Vol.,Change %
7723.0,7412.4,7809.6,7379.2,272150.0,4.19
8407.0,7723.1,8479.8,7701.9,345320.0,8.86
8173.7,8404.9,8484.6,8062.1,269230.0,-2.78
7937.0,8173.9,8304.3,7861.0,235450.0,-2.90
8187.4,7936.9,8273.8,7808.3,243220.0,3.15
8234.1,8186.8,8234.1,8077.4,147140.0,0.57
8215.6,8231.5,8275.4,8113.3,155240.0,-0.22
8177.1,8214.7,8262.0,7874.4,242210.0,-0.47
7729.4,8176.4,8176.5,7649.8,266940.0,-5.48
7606.4,7728.5,7753.2,7449.2,237690.0,-1.59
7535.6,7606.4,7701.4,7470.6,216340.0,-0.93
7419.0,7535.6,7535.6,7293.5,226460.0,-1.55
7014.3,7418.9,7484.2,6949.7,222570.0,-5.46
7027.1,7014.0,7087.6,6887.9,177640.0,0.18
6943.6,7027.8,7143.6,6852.5,168870.0,-1.19
6724.9,6943.6,7149.7,6689.9,232480.0,-3.15
6283.6,6725.2,6725.2,6138.8,311540.0,-6.56
6538.8,6283.7,6620.2,6197.0,237660.0,4.06
6152.3,6539.5,6570.2,6043.4,298820.0,-5.91
6231.6,6152.8,6469.6,6009.8,247340.0,1.29
6313.0,6232.1,6453.0,6169.8,216330.0,1.31
6255.3,6313.0,6524.1,6159.6,234090.0,-0.91
6190.2,6255.3,6255.3,5898.3,3660000.0,-1.04
6256.9,6190.2,6592.8,6177.9,3740000.0,1.08
6306.7,6256.9,6470.9,6249.8,3500000.0,0.80
6581.7,6306.7,6581.7,6291.8,3200000.0,4.36
6379.1,6581.8,6626.4,6295.5,3150000.0,-3.08
6481.5,6379.1,6534.8,6316.0,2710000.0,1.61
6268.1,6474.2,6516.4,6255.9,3100000.0,-3.29
6482.2,6268.1,6484.1,6257.4,1460000.0,3.41
6359.6,6482.2,6840.8,6304.8,3630000.0,-1.89
6521.2,6359.9,6550.2,6359.2,2760000.0,2.54
6680.4,6521.2,6721.2,6472.8,3700000.0,2.44
6734.8,6680.6,6783.4,6655.3,3590000.0,0.81
6712.7,6734.9,6892.7,6573.1,3370000.0,-0.33
6897.6,6712.7,6902.9,6650.4,3260000.0,2.75
7074.6,6897.6,7129.7,6861.2,3790000.0,2.57
7029.1,7074.6,7121.4,6926.7,4110000.0000000005,-0.64
6993.7,7029.2,7050.2,6798.0,3740000.0,-0.50
7033.8,6993.7,7080.2,6698.0,4210000.0,0.57
7189.6,7032.4,7264.3,7020.4,3520000.0,2.21
7293.9,7189.6,7334.8,7117.3,3900000.0,1.45
7264.2,7289.8,7330.7,7182.8,3870000.0,-0.41
7377.5,7264.2,7409.9,7234.5,3920000.0,1.56
6706.8,7377.5,7407.5,6691.8,4550000.0,-9.09
6514.0,6706.8,6732.9,6337.8,4019999.9999999995,-2.87
6390.9,6514.1,6540.6,6316.2,3300000.0,-1.89
6184.3,6390.9,6484.3,6132.3,3460000.0,-3.23
6238.5,6184.3,6432.6,6148.8,2840000.0,0.88
6321.0,6238.5,6358.5,6237.3,3110000.0,1.32
6293.9,6320.7,6391.8,6189.6,3300000.0,-0.43
6338.0,6293.9,6353.5,6204.5,3040000.0,0.70
6482.9,6338.0,6867.3,6337.8,3530000.0,2.29
6483.7,6482.9,6579.4,6412.1,3200000.0,0.01
6519.0,6482.6,6562.9,6470.3,3160000.0,0.54
6500.2,6519.0,6520.8,6406.2,3340000.0,-0.29
6251.9,6500.2,6533.5,6215.9,3260000.0,-3.82
6342.0,6251.9,6388.8,6228.8,2820000.0,1.44
6390.4,6342.0,6478.7,6144.5,3540000.0,0.76
6489.2,6390.4,6537.5,6346.4,5180000.0,1.55
6766.7,6490.9,6780.5,6489.8,7730000.0,4.28
6729.6,6766.7,6833.3,6635.5,7310000.0,-0.55
6704.1,6729.6,6789.4,6666.4,7340000.0,-0.38
6584.1,6713.3,6728.1,6559.1,7570000.0,-1.79
6445.1,6590.6,6590.6,5977.0,7340000.0,-2.11
6468.1,6443.0,6551.9,6384.1,8640000.0,0.36
6689.2,6463.7,6738.3,6428.8,9340000.0,3.42
6636.0,6685.7,6809.2,6538.6,9570000.0,-0.79
6603.9,6633.9,6648.4,6464.4,9420000.0,-0.48
6635.2,6603.9,6673.9,6533.5,9340000.0,0.47
6608.2,6635.2,6674.7,6072.7,9190000.0,-0.41
6549.9,6608.2,6645.7,6034.9,9340000.0,-0.88
6507.8,6549.9,6563.5,6429.6,9210000.0,-0.64
6584.2,6509.2,6653.0,6487.8,9310000.0,1.17
6639.1,6584.2,6682.3,6537.6,9340000.0,0.83
6596.3,6639.1,6661.5,6550.4,9180000.0,-0.65
6611.0,6596.3,6633.9,6523.8,77060.0,0.22
6669.6,6611.0,6699.5,6589.9,119680.0,0.89
6650.8,6669.6,6678.9,6613.3,80790.0,-0.28
6618.0,6650.6,6653.5,6526.0,101930.0,-0.49
6239.1,6618.0,6622.5,6206.2,245280.0,-5.72
6291.3,6239.2,6344.8,6206.8,147400.0,0.84
6321.7,6291.3,6329.3,6282.8,94450.0,0.48
6326.8,6321.6,6390.9,6300.0,99380.0,0.08
6699.8,6326.8,7358.4,6300.2,443330.0,5.90
6705.3,6712.4,6836.7,6645.4,155850.0,0.08
6686.6,6718.9,6745.9,6637.8,136710.0,-0.28
6574.1,6690.1,6736.3,6530.6,134150.0,-1.68
6512.0,6576.4,6603.2,6506.9,121440.0,-0.94
6572.2,6511.7,6593.7,6495.9,97770.0,0.92
6583.0,6575.9,6643.1,6568.0,92940.0,0.16
6555.8,6583.0,6612.7,6529.5,101570.0,-0.41
6528.7,6558.6,6573.6,6500.5,108860.0,-0.41
6530.7,6531.2,6593.8,6522.6,98740.0,0.03
6507.0,6532.5,6544.8,6491.5,97430.0,-0.36
6510.0,6507.0,6570.5,6498.5,97170.0,0.05
6494.2,6510.0,6534.0,6473.7,76720.0,-0.24
6486.1,6494.6,6502.2,6461.2,93970.0,-0.12
6335.0,6486.1,6498.4,6310.5,160520.0,-2.33
6325.7,6336.7,6469.9,6316.5,128210.00000000001,-0.15
6365.9,6327.9,6405.7,6257.8,129060.0,0.64
6400.5,6365.9,6421.8,6354.2,124160.0,0.54
6424.7,6400.5,6444.3,6390.9,135870.0,0.38
6386.2,6424.5,6429.5,6346.2,112840.0,-0.60
6478.2,6386.2,6508.9,6359.7,128759.99999999999,1.44
6459.7,6478.2,6489.2,6431.7,128509.99999999999,-0.29
6502.8,6460.4,6509.6,6441.6,154870.0,0.67
6565.3,6503.1,6594.3,6502.0,170760.0,0.96
6474.0,6565.3,6577.3,6466.3,159300.0,-1.39
6412.0,6473.8,6496.1,6390.0,151600.0,-0.96
6427.1,6411.9,6461.7,6411.7,115870.0,0.24
6446.1,6427.1,6451.7,6359.0,127400.0,0.30
6435.0,6445.0,6475.9,6409.4,130160.0,-0.17
6429.2,6435.0,6466.8,6386.7,137600.0,-0.09
5842.4,6428.9,6453.3,5619.2,438210.0,-9.13
5718.9,5854.0,5878.5,5384.1,375860.0,-2.11
5636.2,5723.5,5747.7,5539.7,224120.0,-1.45
5621.8,5636.2,5645.5,5561.4,156510.0,-0.26
5658.3,5621.0,5727.9,5615.5,158680.0,0.65
4883.8,5660.4,5662.5,4831.1,478260.0,-13.69
4524.6,4883.6,5013.4,4272.3,714080.0,-7.36
4638.7,4523.0,4743.7,4393.0,412740.0,2.52
4356.0,4646.4,4695.7,4346.7,261850.00000000003,-6.09
4398.0,4360.9,4455.6,4223.7,348990.0,0.96
3920.4,4397.3,4494.6,3821.5,382720.0,-10.86
4062.2,3920.3,4198.4,3634.2,619950.0,3.62
3837.0,4061.0,4179.0,3679.8,571040.0,-5.54
3866.5,3840.3,3920.6,3687.8,457270.0,0.77
4265.4,3866.4,4391.8,3866.4,533040.0,10.32
4296.5,4265.5,4440.1,4140.6,414460.0,0.73
4039.7,4296.8,4340.6,3954.5,444520.0,-5.98
4196.2,4038.7,4299.1,3967.1,316300.0,3.87
4160.4,4196.2,4316.1,4105.3,298630.0,-0.85
3897.8,4160.3,4177.0,3839.9,355100.0,-6.31
3958.5,3899.9,4082.9,3809.3,326710.0,1.56
3771.6,3958.1,3974.1,3765.2,341600.0,-4.72
3508.6,3771.4,3887.2,3505.7,467540.0,-6.97
3422.2,3508.9,3626.6,3251.8,639330.0,-2.46
3430.4,3422.3,3507.7,3302.9,424400.0,0.24
3567.5,3430.3,3677.6,3424.2,327930.0,4.00
3460.5,3566.9,3622.4,3412.7,394490.0,-3.00
3407.7,3460.4,3485.9,3349.9,418530.0,-1.53
3466.1,3390.2,3510.2,3379.4,391170.0,1.72
3315.3,3466.2,3474.4,3284.8,435890.0,-4.35
3247.8,3315.4,3336.6,3199.1,445560.0,-2.04
3228.7,3247.8,3282.3,3177.0,332950.0,-0.59
3247.9,3228.6,3305.0,3225.9,335690.0,0.60
3526.1,3248.3,3597.4,3243.1,534780.0,8.57
3668.0,3526.0,3683.1,3456.9,698530.0,4.02
3687.1,3668.1,3924.7,3647.5,792400.0,0.52
4076.0,3687.2,4140.3,3665.8,958580.0,10.55
3850.9,4075.2,4153.1,3786.9,748760.0,-5.52
3964.4,3850.9,3977.2,3803.7,554590.0,2.95
3944.4,3964.3,4037.1,3904.6,572210.0,-0.50
4026.1,3944.5,4208.2,3941.9,716290.0,2.07
3762.5,4025.6,4030.7,3676.5,670940.0,-6.55
3793.7,3762.8,3841.9,3680.3,567110.0,0.83
3586.9,3793.4,3822.6,3560.8,543440.0,-5.45
3861.6,3587.1,3900.3,3565.5,565240.0,7.66
3706.8,3861.6,3899.6,3696.0,505410.0,-4.01
3815.0,3708.2,3837.7,3682.5,519169.99999999994,2.92
3709.4,3815.1,3819.6,3658.8,545830.0,-2.77
3809.4,3709.5,3814.3,3664.4,469110.0,2.69
3873.8,3809.7,3894.8,3768.1,554470.0,1.69
3780.1,3874.1,3875.8,3753.0,450320.0,-2.42
3802.7,3780.5,3823.9,3720.0,488700.0,0.60
3785.4,3802.8,3846.7,3769.0,468450.0,-0.46
4004.1,3785.7,4034.1,3758.5,529890.0,5.78
3985.9,4004.3,4028.0,3945.5,500880.0,-0.45
3971.0,3985.8,4070.5,3943.1,514080.00000000006,-0.37
3978.0,3971.0,4014.2,3957.5,473420.0,0.17
3603.7,3978.9,4007.7,3562.1,697310.0,-9.41
3616.5,3603.3,3655.7,3563.1,551640.0,0.35
3597.2,3616.6,3633.9,3561.3,435060.0,-0.53
3490.2,3597.3,3617.6,3473.2,452790.0,-2.98
3638.1,3490.4,3672.0,3490.4,539930.0,4.24
3571.3,3637.5,3660.8,3545.7,544850.0,-1.84
3588.0,3570.6,3644.1,3561.4,487340.0,0.47
3626.4,3588.1,3636.7,3554.8,525100.0,1.07
3605.6,3626.3,3627.9,3575.7,488160.0,-0.57
3677.8,3605.8,3715.2,3604.1,537060.0,2.00
3542.3,3676.2,3699.1,3503.9,563310.0,-3.68
3536.7,3542.7,3561.4,3505.4,394170.0,-0.16
3580.1,3536.9,3607.9,3465.2,447700.0,1.23
3561.5,3580.1,3608.3,3532.8,445870.0,-0.52
3574.3,3561.4,3587.0,3539.7,428600.0,0.36
3572.0,3574.3,3582.6,3542.2,448890.0,-0.06
3570.9,3572.0,3652.5,3556.1,432550.0,-0.03
3555.6,3570.9,3583.2,3509.2,464020.0,-0.43
3442.8,3555.8,3561.2,3395.7,620850.0,-3.17
3414.8,3442.8,3450.1,3368.2,585460.0,-0.81
3460.0,3414.6,3479.0,3394.2,600250.0,1.32
3437.2,3460.0,3484.7,3427.0,477070.0,-0.66
3467.9,3437.7,3485.7,3415.3,481580.0,0.90
3502.5,3467.9,3514.5,3447.8,443600.0,1.00
3459.1,3502.3,3507.8,3431.3,451660.0,-1.24
3462.8,3459.0,3479.7,3437.1,503920.0,0.11
3468.4,3463.0,3485.9,3450.3,460950.0,0.16
3404.3,3468.5,3478.0,3383.9,514210.00000000006,-1.85
3397.7,3404.9,3421.8,3390.3,471360.0,-0.20
3661.7,3397.3,3721.1,3382.5,699230.0,7.77
3661.4,3661.6,3675.3,3633.2,454800.0,-0.01
3679.0,3661.0,3680.6,3617.1,501900.0,0.48
3631.8,3678.8,3681.1,3623.8,517280.0,-1.28
3632.0,3631.8,3656.4,3594.4,545820.0,0.01
3611.5,3632.0,3663.5,3599.2,558020.0,-0.56
3592.6,3611.5,3624.5,3580.2,498140.0,-0.52
3604.7,3592.6,3648.3,3581.4,516210.00000000006,0.34
3616.8,3604.7,3641.9,3599.7,485630.0,0.34
3664.2,3616.8,3689.9,3607.9,580510.0,1.31
3896.0,3664.2,3903.7,3655.1,933150.0,6.33
3914.3,3896.4,3993.8,3863.7,1440000.0,0.47
3972.4,3914.3,3983.6,3881.2,698010.0,1.48
3936.6,3972.0,4011.5,3909.2,668160.0,-0.90
3965.2,3937.4,3983.1,3931.7,649550.0,0.73
4120.4,3965.2,4152.6,3939.4,727850.0,3.91
3755.2,4120.5,4194.2,3738.7,977780.0,-8.86
3833.7,3755.7,3870.7,3753.8,765870.0,2.09
3810.3,3833.5,3845.5,3775.0,2089999.9999999998,-0.61
3814.6,3810.3,3836.4,3701.9,2820000.0,0.11
3816.6,3814.6,3883.7,3783.3,2310000.0,0.05
3821.9,3816.7,3855.8,3816.4,1740000.0,0.14
3823.1,3821.9,3843.2,3783.6,1610000.0,0.03
3809.5,3823.2,3836.6,3789.7,1510000.0,-0.36
3715.9,3809.7,3828.4,3681.8,2850000.0,-2.45
3857.2,3715.9,3873.2,3705.7,3820000.0,3.80
3863.0,3857.2,3887.3,3816.7,2520000.0,0.15
3875.1,3863.1,3907.4,3847.9,2600000.0,0.32
3865.9,3875.1,3929.0,3810.7,2960000.0,-0.24
3944.3,3865.6,3964.0,3859.7,2480000.0,2.03
3915.2,3944.4,3944.5,3889.2,1890000.0,-0.74
3870.3,3915.2,3935.5,3842.4,3190000.0,-1.15
3886.0,3870.3,3900.1,3817.1,2900000.0,0.41
3865.1,3885.9,3894.7,3847.4,2280000.0,-0.54
3879.0,3865.1,3914.7,3828.4,2860000.0,0.36
3924.3,3879.0,3935.7,3874.8,3110000.0,1.17
4006.4,3924.4,4050.6,3923.7,3460000.0,2.09
3981.5,4006.4,4009.8,3956.3,1870000.0,-0.62
3990.2,3981.5,4032.3,3958.5,2620000.0,0.22
4017.0,3990.2,4029.9,3972.4,2990000.0,0.67
4041.2,4017.0,4050.0,3985.3,3180000.0,0.60
3982.2,4041.2,4064.0,3923.8,3880000.0,-1.46
3990.4,3982.2,4005.7,3971.8,2830000.0,0.21
4002.5,3990.4,4018.2,3980.8,2000000.0,0.30
3994.7,4002.6,4005.7,3967.0,2040000.0,-0.20
3937.0,3994.8,4000.5,3897.9,2860000.0,-1.44
3942.8,3937.1,3950.7,3899.9,2530000.0,0.15
4041.7,3942.8,4043.3,3936.2,2780000.0,2.51
4025.6,4041.7,4041.7,4008.4,2110000.0,-0.40
4102.2,4025.7,4123.1,4022.6,3300000.0,1.90
4111.8,4103.7,4138.1,4057.1,2550000.0,0.23
4102.3,4111.8,4121.9,4082.2,2430000.0,-0.23
4145.1,4102.3,4159.1,4076.8,3220000.0,1.04
4859.3,4145.1,4899.6,4143.5,14770000.0,17.23
4968.7,4859.3,5278.4,4814.0,13830000.0,2.25
4902.4,4968.7,5042.5,4789.2,1050000.0,-1.33
5010.2,4902.5,5029.4,4888.3,851720.0,2.20
5046.2,5010.0,5198.4,4947.9,952180.0,0.72
5173.6,5046.1,5219.5,5033.7,841270.0,2.53
5245.2,5173.5,5300.6,5060.5,928230.0,1.38
5158.4,5245.0,5245.9,5095.2,784620.0,-1.65
5307.8,5158.4,5404.1,5142.9,837510.0,2.89
5022.6,5307.7,5337.0,4948.0,943490.0,-5.37
5054.2,5022.7,5080.5,4889.2,779140.0,0.63
5051.8,5054.2,5093.4,5011.6,577160.0,-0.05
5134.8,5052.0,5153.5,5010.7,566380.0,1.64
5032.3,5135.1,5168.0,4964.2,688200.0,-2.00
5180.9,5031.4,5198.4,5014.4,631050.0,2.95
5208.3,5182.1,5230.9,5165.5,806520.0,0.53
5264.7,5208.3,5293.1,5205.0,727970.0,1.08
5241.0,5264.8,5282.4,5192.1,787090.0,-0.45
5290.2,5241.0,5327.0,5240.2,782320.0,0.94
5243.5,5290.2,5308.2,5189.8,811410.0,-0.88
5346.7,5248.2,5370.2,5170.2,920770.0,1.97
5511.6,5346.5,5594.4,5291.4,900000.0,3.08
5415.6,5511.2,5589.6,5346.8,994040.0,-1.74
5209.1,5415.6,5528.2,5137.4,955360.0,-3.81
5298.3,5209.2,5469.3,5159.3,1030000.0,1.71
5265.9,5298.2,5318.1,5225.4,833130.0,-0.61
5302.3,5265.7,5332.5,5234.4,681410.0,0.69
5235.0,5302.4,5322.9,5188.9,775820.0,-1.27
5320.8,5235.4,5336.6,5195.9,697420.0,1.64
5384.2,5321.1,5396.3,5319.5,623640.0,1.19
5493.8,5384.6,5530.8,5370.0,722230.0,2.04
5766.8,5493.6,5844.2,5478.7,1040000.0,4.97
5830.9,5768.0,5899.2,5605.0,920610.0,1.11
5774.9,5830.8,5838.2,5708.2,709020.0,-0.96
5745.1,5775.1,5801.4,5630.5,755390.0,-0.52
5849.5,5745.5,6019.8,5745.5,955880.0,1.82
5990.3,5849.4,6011.3,5799.1,757130.0,2.41
6191.5,5990.5,6206.0,5990.0,799960.0,3.36
6386.0,6194.3,6466.6,6157.8,907940.0,3.14
7190.3,6386.6,7373.8,6386.5,1310000.0,12.59
6984.8,7190.0,7518.9,6802.6,1350000.0,-2.86
7806.0,6984.7,8058.3,6893.1,1200000.0,11.76
7994.6,7806.4,8323.9,7674.0,1330000.0,2.42
8164.6,7994.8,8225.3,7856.5,1130000.0,2.13
7871.8,8164.8,8293.3,7720.4,1180000.0,-3.59
7359.5,7871.9,7924.0,6998.6,1430000.0,-6.51
7262.6,7359.9,7458.5,7189.4,865530.0,-1.32
8157.2,7261.9,8253.4,7252.3,1080000.0,12.32
7965.3,8156.4,8156.4,7604.0,958810.0,-2.35
7930.3,7965.0,8056.8,7813.2,804880.0,-0.44
7635.7,7928.7,7999.0,7545.9,821400.0,-3.72
7852.1,7637.2,7939.1,7486.8,815140.0,2.83
7970.1,7852.8,8124.1,7775.4,868470.0,1.50
8027.4,7971.4,8090.1,7919.1,691270.0,0.72
8630.2,8029.6,8718.6,7866.5,872120.0,7.51
8760.1,8628.9,8902.8,8607.3,907960.0,1.51
8716.3,8759.4,8794.1,8568.8,763200.0,-0.50
8647.8,8715.6,8747.2,8435.3,15430000.0,-0.79
8271.9,8647.8,9045.9,8054.7,1040000.0,-4.35
8558.3,8271.4,8578.8,8135.0,858410.0,3.46
8545.7,8556.9,8615.8,8454.0,686750.0,-0.15
8728.6,8545.8,8807.7,8534.8,614540.0,2.14
8124.8,8728.6,8734.9,8102.7,739450.0,-6.92
7685.5,8118.1,8118.1,7494.0,966950.0,-5.41
7779.1,7685.6,7885.0,7590.4,762940.0,1.22
7784.9,7779.6,7861.4,7480.4,651820.0,0.08
7985.2,7785.8,8099.4,7749.4,588870.0,2.57
7901.4,7985.3,8044.4,7770.5,485810.0,-1.05
7635.0,7901.6,7937.5,7516.9,554480.0,-3.37
7987.8,7635.0,8012.8,7523.6,641380.0,4.62
7888.0,7987.8,8010.4,7714.5,579000.0,-1.25
8133.1,7888.0,8198.1,7805.8,607890.0,3.11
8219.0,8132.4,8306.1,8028.6,574210.0,1.06
8656.1,8218.6,8685.3,8153.2,643170.0,5.32
8812.5,8655.8,8856.7,8582.3,608690.0,1.81
8962.5,8812.2,9332.0,8771.1,849770.0,1.70
9318.8,8961.0,9438.1,8959.8,738800.0,3.98
9080.6,9318.9,9336.1,8962.7,723170.0,-2.56
9255.4,9080.7,9295.1,9044.0,587570.0,1.93
9517.0,9255.0,9583.9,9188.4,693620.0,2.83
10179.3,9517.7,10184.3,9517.4,769120.0,6.96
10721.7,10178.1,11160.5,10031.3,1090000.0,5.33
10897.1,10721.5,11361.3,10557.8,683790.0,1.64
11046.4,10897.3,11114.4,10622.6,566960.0,1.37
11809.9,11046.6,11833.9,11033.7,781090.0,6.91
13063.8,11811.6,13929.8,11747.3,1480000.0,10.62
11287.8,13062.4,13422.0,10493.5,1590000.0,-13.59
12409.1,11288.4,12461.8,10970.5,1090000.0,9.93
11906.5,12408.0,12422.9,11490.8,834620.0,-4.05
10818.6,11906.0,12179.3,10765.4,880770.0,-9.14
10616.6,10821.4,11254.5,10041.6,1040000.0,-1.87
10835.9,10615.5,10923.5,9728.5,1120000.0,2.07
11900.8,10835.9,11931.8,10835.9,998730.0,9.83
11163.1,11899.3,11948.0,11087.1,840340.0,-6.20
10970.2,11159.7,11381.8,10810.3,772670.0,-1.73
11268.0,10969.8,11650.2,10967.9,688960.0,2.71
11415.9,11267.9,11524.6,11108.1,601930.0,1.31
12252.6,11415.8,12332.3,11304.8,695600.0,7.33
12541.5,12250.6,12772.9,12111.2,847840.0,2.36
12110.6,12542.8,13134.4,11594.9,1110000.0,-3.44
11342.3,12111.6,12111.6,11029.0,943130.0,-6.34
11762.1,11343.7,11881.4,11109.8,738170.0,3.70
11364.9,11762.8,11798.4,10839.4,747710.0,-3.38
10200.1,11364.3,11448.7,10128.9,840760.0,-10.25
10845.9,10199.9,11064.7,9885.4,956520.0,6.33
9424.8,10844.0,11019.5,9375.3,1050000.0,-13.10
9723.2,9425.1,9983.6,9082.6,1030000.0,3.17
10651.4,9723.1,10787.1,9390.0,974490.0,9.55
10571.5,10651.6,10758.4,10160.7,727790.0,-0.75
10826.7,10571.9,11155.6,10462.0,668940.0,2.41
10714.4,10827.0,10883.8,10442.5,562170.0,-1.04
10412.5,10715.1,10806.3,10196.5,591270.0,-2.82
9888.7,10412.8,10414.7,9865.4,663380.0,-5.03
9804.3,9887.2,9945.3,9584.0,639540.0,-0.85
9945.3,9804.7,10203.5,9776.6,545850.0,1.44
9831.0,9945.2,10436.1,9724.2,493750.0,-1.15
9492.1,9830.4,10232.3,9389.1,661890.0,-3.45
9727.8,9491.1,9798.5,9401.1,518590.00000000006,2.48
9580.9,9728.5,9835.4,9502.5,510900.0,-1.51
9580.7,9580.0,9703.0,9483.0,511510.0,-0.00
10082.0,9580.3,10100.0,9562.4,589840.0,5.23
10380.0,10081.9,10459.0,9890.6,608370.0,2.96
10520.1,10380.5,10664.8,10330.5,578290.0,1.35
10815.7,10519.9,10893.6,10504.5,508750.0,2.81
10934.6,10816.1,11017.7,10568.8,585710.0,1.10
11816.8,10934.8,11922.3,10934.8,769630.0,8.07
11480.9,11817.6,12291.9,11237.0,807580.0,-2.84
12013.9,11481.0,12114.5,11406.4,702850.0,4.64
12191.6,12015.9,12236.6,11727.0,592150.0,1.48
12089.8,12190.0,12225.3,11885.0,558720.0,-0.84
11314.5,12090.5,12185.0,11281.6,570740.0,-6.41
11517.2,11314.6,11728.4,11146.1,435830.0,1.79
11394.2,11505.1,11508.6,11267.3,391080.0,-1.07
10892.9,11395.0,11445.6,10793.2,540780.0,-4.40
10049.4,10894.2,10894.5,9965.5,745590.0,-7.74
10303.4,10053.3,10448.2,9580.1,930050.0,2.53
10335.6,10300.9,10734.0,9788.6,798670.0,0.31
10218.1,10335.5,10460.7,10016.3,497770.0,-1.14
10312.7,10219.3,10494.9,10086.7,441110.0,0.93
10910.7,10312.8,10923.9,10267.8,519010.0,5.80
10752.6,10911.2,10941.6,10581.0,515470.0,-1.45
10141.5,10753.3,10797.8,9908.0,717650.0,-5.68
10105.0,10141.1,10218.2,9777.0,520750.0,-0.36
10388.7,10104.9,10434.3,9921.4,436260.0,2.81
10131.0,10389.4,10415.9,9917.5,463850.0,-2.48
10136.3,10132.1,10307.0,9935.2,422530.0,0.05
10371.8,10136.0,10568.2,10136.0,568770.0,2.32
10184.8,10372.2,10387.6,10060.2,419810.0,-1.80
9729.4,10184.7,10271.3,9629.6,580290.0,-4.47
9491.0,9729.1,9729.1,9343.0,509130.0,-2.45
9585.4,9494.1,9675.7,9370.2,413920.0,0.99
9594.4,9585.5,9677.5,9457.3,311490.0,0.09
9729.3,9594.7,9799.5,9533.6,322660.0,1.41
10348.8,9728.8,10431.5,9720.3,542790.0,6.37
10612.3,10348.1,10756.8,10283.5,578790.0,2.55
10568.2,10611.6,10783.6,10388.6,504450.0,-0.42
10566.9,10567.8,10630.7,10469.9,402090.0,-0.01
10309.3,10566.7,10896.2,10227.4,643020.0,-2.44
10461.1,10306.9,10556.4,10302.3,393570.0,1.47
10402.8,10461.6,10578.0,10266.3,339730.0,-0.56
10309.0,10402.1,10478.0,10095.7,473760.0,-0.90
10105.4,10308.7,10379.8,9970.7,383220.0,-1.98
10162.5,10104.9,10257.5,9908.9,413060.0,0.57
10415.1,10162.4,10447.9,10051.0,413220.0,2.49
10342.1,10415.2,10441.4,10174.1,365520.0,-0.70
10337.3,10342.2,10421.4,10253.7,326440.0,-0.05
10311.5,10337.3,10360.4,10272.0,255790.0,-0.25
10255.5,10311.3,10360.5,10108.5,372530.0,-0.54
10195.7,10254.6,10273.6,10153.5,321640.0,-0.58
10164.7,10195.7,10257.5,10119.3,318820.0,-0.30
10250.5,10164.6,10297.6,9707.6,542250.0,0.84
10172.7,10251.5,10279.5,10088.6,362070.0,-0.76
9993.0,10172.8,10177.9,9939.8,326170.0,-1.77
10031.6,9993.0,10075.0,9870.9,337060.0,0.39
9702.2,10031.3,10048.8,9656.3,431100.0,-3.28
8513.9,9702.7,9793.8,8069.4,933160.0,-12.25
8432.4,8512.3,8729.8,8245.1,696110.0,-0.96
8063.8,8432.5,8463.1,7773.6,731030.0,-4.37
8184.9,8063.8,8257.4,7882.1,561400.0,1.50
8208.5,8184.5,8297.2,8031.1,457790.0,0.29
8049.1,8208.0,8226.8,7922.1,418480.0,-1.94
8284.3,8048.9,8318.5,7749.0,600260.0,2.92
8302.7,8285.0,8486.2,8187.9,533950.0,0.22
8364.1,8302.7,8374.0,8167.7,405860.0,0.74
8226.9,8363.6,8391.7,8090.1,460970.0,-1.64
8148.1,8227.6,8233.6,8041.4,416920.0,-0.96
8127.3,8148.0,8185.1,8030.6,360920.0,-0.25
7881.9,8127.3,8145.5,7834.9,448800.0,-3.02
8198.6,7882.6,8293.5,7797.0,604740.0,4.02
8182.9,8198.5,8323.1,8118.1,469040.0,-0.19
8566.7,8180.1,8655.9,8122.7,636430.0,4.69
8562.3,8566.8,8638.5,8438.7,511460.0,-0.05
8267.8,8562.2,8751.1,8249.7,667860.0,-3.44
8304.4,8267.6,8394.8,8260.9,424020.0,0.44
8281.5,8304.3,8450.2,8190.6,419870.0,-0.28
8353.3,8281.3,8374.3,8222.2,505020.0,0.87
8167.2,8353.4,8400.2,8139.5,469730.0,-2.23
8000.4,8167.1,8185.9,7929.8,538920.0,-2.04
8073.3,8000.4,8118.2,7944.4,444950.0,0.91
7948.5,8073.3,8116.4,7842.0,505790.0,-1.55
7957.3,7948.3,8060.2,7892.4,428830.0,0.11
8223.4,7957.4,8288.5,7889.6,513909.99999999994,3.34
8208.2,8224.1,8315.3,8155.7,489400.0,-0.18
8031.4,8207.4,8289.1,8017.7,570390.0,-2.15
7477.0,8031.0,8055.0,7329.2,892080.0,-6.90
7422.7,7476.8,7501.5,7366.3,586490.0,-0.73
8658.3,7422.8,8697.7,7404.9,1180000.0,16.65
9230.6,8658.4,10540.0,8061.8,1780000.0,6.61
9529.6,9230.6,9773.2,9081.0,1160000.0,3.24
9207.2,9530.1,9866.9,9202.5,1040000.0,-3.38
9411.3,9206.5,9531.3,9125.3,918480.0,2.22
9157.9,9411.3,9411.3,9018.4,789730.0,-2.69
9152.6,9157.9,9378.9,8959.6,798930.0,-0.06
9230.1,9153.1,9270.4,9057.2,689650.0,0.85
9300.6,9230.3,9356.7,9201.2,570740.0,0.76
